session_id,customer_id,visit_date,page_views
S0018911,C01471,2022-09-13,14
S0018912,C01471,2023-03-02,15
S0018913,C01471,2022-10-25,13
S0018914,C01471,2024-01-10,10
S0018915,C01471,2024-01-15,6
S0018916,C01471,2024-10-02,19
S0018917,C01471,2024-09-21,4
S0018918,C01471,2023-02-19,6
S0018919,C01471,2022-03-04,7
S0018920,C01471,2022-05-20,8
S0018921,C01471,2023-04-23,4
S0018922,C01471,2022-01-01,8
S0018923,C01471,2023-03-08,15
S0018924,C01472,2023-04-21,13
S0018925,C01472,2022-07-02,19
S0018926,C01472,2022-06-08,7
S0018927,C01472,2023-09-26,8
S0018928,C01472,2022-08-31,14
S0018929,C01472,2022-08-28,16
S0018930,C01472,2023-03-22,7
S0018931,C01472,2024-12-31,18
S0018932,C01473,2022-12-07,12
S0018933,C01473,2023-10-20,2
S0018934,C01473,2022-07-26,3
S0018935,C01473,2024-01-26,5
S0018936,C01473,2024-07-17,16
S0018937,C01473,2024-03-09,8
S0018938,C01473,2024-10-23,5
S0018939,C01473,2023-11-08,7
S0018940,C01474,2022-03-12,16
S0018941,C01474,2024-08-13,14
S0018942,C01474,2022-01-02,4
S0018943,C01474,2023-04-13,6
S0018944,C01474,2024-05-01,18
S0018945,C01474,2023-07-12,8
S0018946,C01474,2022-08-06,3
S0018947,C01474,2023-07-17,20
S0018948,C01474,2022-01-29,14
S0018949,C01474,2022-03-30,9
S0018950,C01474,2024-02-16,15
S0018951,C01474,2023-05-18,6
S0018952,C01474,2023-02-03,14
S0018953,C01474,2024-08-24,1
S0018954,C01474,2024-01-29,8
S0018955,C01474,2024-05-03,4
S0018956,C01474,2022-02-08,11
S0018957,C01474,2022-08-23,12
S0018958,C01474,2022-07-10,7
S0018959,C01474,2023-06-19,20
S0018960,C01474,2022-05-07,15
S0018961,C01474,2022-10-24,17
S0018962,C01474,2022-12-14,12
S0018963,C01474,2023-11-13,3
S0018964,C01474,2023-09-29,13
S0018965,C01475,2022-04-02,14
S0018966,C01475,2022-07-11,11
S0018967,C01475,2023-05-03,7
S0018968,C01475,2024-03-16,4
S0018969,C01475,2023-01-30,8
S0018970,C01475,2022-07-21,15
S0018971,C01475,2023-01-04,11
S0018972,C01475,2023-02-17,7
S0018973,C01475,2024-10-15,4
S0018974,C01475,2022-05-08,5
S0018975,C01475,2022-10-12,7
S0018976,C01475,2023-02-17,7
S0018977,C01475,2023-07-24,18
S0018978,C01475,2023-06-24,14
S0018979,C01475,2022-02-08,2
S0018980,C01475,2024-05-16,2
S0018981,C01475,2023-03-07,1
S0018982,C01475,2022-01-20,18
S0018983,C01475,2024-03-03,8
S0018984,C01475,2024-11-16,14
S0018985,C01475,2023-06-17,19
S0018986,C01476,2022-12-13,16
S0018987,C01476,2022-10-22,9
S0018988,C01476,2022-09-27,17
S0018989,C01476,2022-07-29,17
S0018990,C01476,2024-01-30,13
S0018991,C01476,2022-04-18,20
S0018992,C01476,2022-08-04,18
S0018993,C01476,2023-07-03,9
S0018994,C01476,2023-01-03,1
S0018995,C01476,2024-03-21,19
S0018996,C01476,2022-10-09,12
S0018997,C01476,2024-02-26,12
S0018998,C01476,2022-09-20,20
S0018999,C01476,2022-08-01,19
S0019000,C01476,2023-02-19,1
S0019001,C01476,2024-02-01,13
S0019002,C01476,2024-09-16,11
S0019003,C01476,2022-08-06,9
S0019004,C01476,2024-07-27,6
S0019005,C01476,2024-05-21,16
S0019006,C01476,2022-04-25,9
S0019007,C01477,2022-12-12,5
S0019008,C01477,2022-02-01,20
S0019009,C01477,2024-06-16,13
S0019010,C01477,2023-05-31,17
S0019011,C01477,2022-07-13,19
S0019012,C01477,2022-02-14,7
S0019013,C01477,2023-03-16,3
S0019014,C01477,2024-08-05,4
S0019015,C01477,2024-11-23,2
S0019016,C01478,2024-01-14,4
S0019017,C01478,2024-05-29,9
S0019018,C01478,2024-01-14,9
S0019019,C01478,2024-03-19,11
S0019020,C01478,2023-03-25,8
S0019021,C01478,2022-05-28,13
S0019022,C01478,2022-02-25,7
S0019023,C01479,2023-02-27,4
S0019024,C01479,2022-01-29,6
S0019025,C01479,2024-01-31,4
S0019026,C01479,2022-06-23,15
S0019027,C01479,2023-02-26,11
S0019028,C01479,2023-02-07,16
S0019029,C01479,2024-10-06,16
S0019030,C01479,2022-06-16,6
S0019031,C01479,2023-09-25,20
S0019032,C01479,2022-09-25,2
S0019033,C01479,2024-11-20,11
S0019034,C01479,2023-10-16,11
S0019035,C01479,2023-09-20,12
S0019036,C01479,2024-01-11,1
S0019037,C01479,2023-08-26,3
S0019038,C01480,2022-07-01,2
S0019039,C01480,2024-10-04,12
S0019040,C01480,2023-07-22,8
S0019041,C01480,2024-08-11,1
S0019042,C01480,2024-10-31,7
S0019043,C01480,2024-10-12,18
S0019044,C01480,2023-03-22,5
S0019045,C01480,2022-07-01,19
S0019046,C01480,2022-02-09,1
S0019047,C01480,2023-04-09,15
S0019048,C01480,2023-04-04,17
S0019049,C01480,2022-04-23,8
S0019050,C01480,2023-05-17,18
S0019051,C01480,2023-04-23,16
S0019052,C01480,2022-09-11,7
S0019053,C01480,2023-01-10,16
S0019054,C01480,2022-03-22,7
S0019055,C01480,2023-04-20,6
S0019056,C01481,2023-11-27,7
S0019057,C01481,2022-04-03,10
S0019058,C01481,2022-05-22,2
S0019059,C01481,2022-02-14,18
S0019060,C01481,2022-08-20,10
S0019061,C01481,2024-01-16,17
S0019062,C01482,2022-11-18,7
S0019063,C01482,2022-02-19,18
S0019064,C01482,2024-03-02,1
S0019065,C01482,2024-02-29,10
S0019066,C01482,2022-11-04,15
S0019067,C01482,2024-09-07,5
S0019068,C01482,2024-02-05,19
S0019069,C01482,2023-07-24,16
S0019070,C01482,2023-01-09,3
S0019071,C01482,2023-08-17,4
S0019072,C01482,2023-01-05,16
S0019073,C01482,2022-02-18,6
S0019074,C01482,2022-10-17,19
S0019075,C01482,2023-12-07,15
S0019076,C01482,2022-10-03,18
S0019077,C01482,2024-02-11,11
S0019078,C01482,2023-11-17,20
S0019079,C01482,2022-02-24,6
S0019080,C01482,2024-07-13,13
S0019081,C01482,2024-07-15,4
S0019082,C01482,2024-04-16,17
S0019083,C01482,2023-10-29,17
S0019084,C01482,2022-05-07,18
S0019085,C01483,2024-12-05,20
S0019086,C01483,2022-08-14,16
S0019087,C01483,2022-10-16,17
S0019088,C01483,2024-03-24,9
S0019089,C01483,2024-01-24,12
S0019090,C01483,2022-06-14,17
S0019091,C01483,2024-11-22,3
S0019092,C01483,2023-08-07,7
S0019093,C01483,2022-05-12,7
S0019094,C01483,2023-05-06,6
S0019095,C01484,2022-11-16,20
S0019096,C01484,2022-06-29,3
S0019097,C01484,2024-08-19,3
S0019098,C01484,2022-05-06,15
S0019099,C01484,2023-02-01,2
S0019100,C01484,2023-10-04,11
S0019101,C01484,2024-02-06,10
S0019102,C01484,2022-08-10,8
S0019103,C01484,2022-06-25,16
S0019104,C01484,2022-07-27,9
S0019105,C01484,2024-05-21,9
S0019106,C01484,2022-12-09,3
S0019107,C01484,2023-01-30,20
S0019108,C01484,2024-07-23,10
S0019109,C01484,2022-10-14,9
S0019110,C01484,2023-12-20,17
S0019111,C01484,2024-12-05,5
S0019112,C01484,2022-09-21,15
S0019113,C01484,2022-04-25,16
S0019114,C01484,2023-03-26,9
S0019115,C01484,2023-02-10,8
S0019116,C01484,2022-12-27,16
S0019117,C01484,2022-11-16,5
S0019118,C01484,2022-09-16,2
S0019119,C01484,2023-05-26,20
S0019120,C01485,2024-12-22,15
S0019121,C01485,2024-02-20,15
S0019122,C01486,2023-11-02,10
S0019123,C01486,2023-09-25,19
S0019124,C01486,2022-08-04,15
S0019125,C01486,2022-12-05,5
S0019126,C01486,2024-12-30,2
S0019127,C01486,2023-03-11,12
S0019128,C01487,2022-08-07,9
S0019129,C01487,2023-12-31,18
S0019130,C01487,2024-03-20,5
S0019131,C01487,2023-08-01,15
S0019132,C01487,2023-10-28,15
S0019133,C01487,2023-06-15,1
S0019134,C01487,2024-06-10,4
S0019135,C01487,2024-05-04,17
S0019136,C01487,2024-02-23,6
S0019137,C01487,2024-06-15,15
S0019138,C01487,2024-02-03,14
S0019139,C01487,2023-07-31,8
S0019140,C01487,2023-07-24,13
S0019141,C01487,2022-09-19,1
S0019142,C01487,2024-06-23,6
S0019143,C01487,2024-01-08,3
S0019144,C01487,2022-01-23,9
S0019145,C01487,2023-03-09,9
S0019146,C01487,2024-05-30,18
S0019147,C01487,2023-06-15,12
S0019148,C01487,2024-04-22,18
S0019149,C01487,2024-03-21,1
S0019150,C01487,2022-01-04,10
S0019151,C01487,2022-10-04,15
S0019152,C01488,2024-04-17,3
S0019153,C01488,2023-05-07,8
S0019154,C01488,2024-08-04,1
S0019155,C01488,2024-11-19,18
S0019156,C01488,2022-03-05,9
S0019157,C01488,2022-03-07,9
S0019158,C01488,2024-01-15,2
S0019159,C01488,2024-04-10,16
S0019160,C01488,2023-04-14,14
S0019161,C01489,2022-12-16,10
S0019162,C01489,2023-01-13,1
S0019163,C01489,2023-03-04,14
S0019164,C01489,2024-02-26,15
S0019165,C01489,2022-08-19,9
S0019166,C01489,2024-11-30,5
S0019167,C01489,2022-03-07,3
S0019168,C01490,2024-05-25,11
S0019169,C01490,2024-09-08,14
S0019170,C01490,2023-01-03,17
S0019171,C01490,2023-10-07,16
S0019172,C01490,2024-10-11,15
S0019173,C01490,2023-02-11,18
S0019174,C01490,2022-05-25,8
S0019175,C01490,2023-08-04,4
S0019176,C01490,2024-04-24,10
S0019177,C01490,2023-01-10,16
S0019178,C01490,2022-09-07,14
S0019179,C01490,2023-12-16,16
S0019180,C01490,2022-05-28,20
S0019181,C01490,2023-02-03,6
S0019182,C01490,2024-12-31,9
S0019183,C01490,2023-08-24,7
S0019184,C01490,2022-10-02,15
S0019185,C01490,2024-01-16,20
S0019186,C01490,2024-02-13,17
S0019187,C01490,2023-04-21,3
S0019188,C01490,2024-08-23,9
S0019189,C01490,2022-11-25,16
S0019190,C01490,2024-02-13,18
S0019191,C01490,2022-09-05,2
S0019192,C01491,2023-08-29,20
S0019193,C01491,2022-09-27,1
S0019194,C01491,2022-10-29,6
S0019195,C01492,2022-01-08,15
S0019196,C01492,2024-12-17,20
S0019197,C01492,2023-11-05,14
S0019198,C01492,2024-01-01,4
S0019199,C01492,2024-12-24,12
S0019200,C01492,2022-06-08,14
S0019201,C01492,2024-02-16,7
S0019202,C01492,2023-06-02,5
S0019203,C01492,2024-01-09,11
S0019204,C01492,2023-06-15,7
S0019205,C01492,2023-08-03,3
S0019206,C01493,2022-01-14,11
S0019207,C01493,2023-01-05,17
S0019208,C01493,2024-10-10,7
S0019209,C01493,2022-02-05,3
S0019210,C01493,2023-07-07,13
S0019211,C01493,2022-11-29,3
S0019212,C01493,2022-10-20,10
S0019213,C01493,2023-02-26,5
S0019214,C01493,2022-02-07,19
S0019215,C01493,2023-05-21,3
S0019216,C01493,2024-08-12,7
S0019217,C01493,2022-02-18,5
S0019218,C01493,2022-09-19,5
S0019219,C01493,2024-10-14,17
S0019220,C01493,2024-03-28,19
S0019221,C01493,2022-09-14,5
S0019222,C01494,2022-11-25,8
S0019223,C01494,2022-03-16,2
S0019224,C01494,2023-05-25,4
S0019225,C01494,2022-06-16,1
S0019226,C01494,2022-11-19,14
S0019227,C01494,2024-01-17,10
S0019228,C01494,2022-09-14,3
S0019229,C01494,2023-09-15,13
S0019230,C01494,2024-10-12,14
S0019231,C01494,2022-08-01,13
S0019232,C01494,2023-06-11,16
S0019233,C01494,2022-10-31,20
S0019234,C01494,2023-11-27,8
S0019235,C01494,2023-04-29,18
S0019236,C01494,2023-06-09,6
S0019237,C01494,2024-02-09,10
S0019238,C01494,2022-04-25,2
S0019239,C01494,2024-10-27,17
S0019240,C01494,2024-09-10,20
S0019241,C01494,2022-06-17,15
S0019242,C01495,2023-01-15,1
S0019243,C01495,2024-08-18,12
S0019244,C01495,2023-01-03,11
S0019245,C01495,2024-02-08,8
S0019246,C01495,2024-03-19,7
S0019247,C01495,2024-12-21,1
S0019248,C01495,2023-01-31,3
S0019249,C01495,2022-02-08,14
S0019250,C01495,2023-01-19,3
S0019251,C01495,2023-03-25,2
S0019252,C01496,2024-04-29,13
S0019253,C01496,2022-12-02,6
S0019254,C01496,2022-01-10,14
S0019255,C01496,2023-04-21,10
S0019256,C01496,2024-09-14,1
S0019257,C01496,2022-08-31,8
S0019258,C01496,2024-04-02,8
S0019259,C01496,2023-12-19,6
S0019260,C01496,2024-10-10,16
S0019261,C01496,2024-04-24,9
S0019262,C01496,2023-01-12,14
S0019263,C01496,2023-07-16,20
S0019264,C01496,2023-02-11,19
S0019265,C01496,2022-04-30,15
S0019266,C01496,2022-05-16,8
S0019267,C01496,2022-09-23,20
S0019268,C01496,2024-09-13,11
S0019269,C01496,2023-05-07,8
S0019270,C01496,2023-11-27,16
S0019271,C01497,2024-02-18,4
S0019272,C01497,2022-04-07,12
S0019273,C01497,2022-01-06,18
S0019274,C01497,2023-09-05,9
S0019275,C01497,2022-04-07,13
S0019276,C01497,2024-12-01,10
S0019277,C01497,2023-09-17,7
S0019278,C01498,2022-06-30,2
S0019279,C01498,2024-05-02,18
S0019280,C01498,2023-05-15,18
S0019281,C01498,2023-12-19,18
S0019282,C01498,2024-01-23,4
S0019283,C01498,2022-11-19,20
S0019284,C01498,2022-02-15,14
S0019285,C01498,2023-12-24,2
S0019286,C01498,2022-03-31,3
S0019287,C01498,2023-11-17,20
S0019288,C01498,2023-11-14,18
S0019289,C01498,2022-12-06,18
S0019290,C01499,2024-06-08,14
S0019291,C01499,2022-05-01,20
S0019292,C01499,2023-12-05,13
S0019293,C01499,2022-12-20,12
S0019294,C01499,2024-11-23,7
S0019295,C01499,2023-08-15,19
S0019296,C01499,2024-01-18,13
S0019297,C01499,2024-05-06,14
S0019298,C01499,2023-03-18,16
S0019299,C01499,2022-12-21,10
S0019300,C01499,2023-04-20,18
S0019301,C01499,2022-04-08,11
S0019302,C01499,2024-10-21,2
S0019303,C01499,2023-01-28,15
S0019304,C01499,2024-04-27,14
S0019305,C01499,2024-01-24,1
S0019306,C01499,2024-09-16,17
S0019307,C01500,2023-09-17,8
S0019308,C01500,2023-06-05,18
S0019309,C01500,2023-02-11,17
S0019310,C01500,2023-03-06,9
S0019311,C01500,2024-12-12,7
S0019312,C01500,2022-01-02,8
S0019313,C01500,2024-06-25,4
S0019314,C01500,2022-12-14,11
S0019315,C01501,2023-08-10,12
S0019316,C01501,2023-08-26,8
S0019317,C01501,2022-05-30,7
S0019318,C01501,2024-09-26,9
S0019319,C01501,2023-01-16,2
S0019320,C01501,2022-09-17,18
S0019321,C01501,2022-09-29,17
S0019322,C01501,2022-06-14,2
S0019323,C01501,2024-11-16,18
S0019324,C01501,2023-09-17,8
S0019325,C01501,2023-05-13,6
S0019326,C01501,2022-07-07,7
S0019327,C01501,2022-10-16,3
S0019328,C01501,2023-05-17,3
S0019329,C01501,2022-05-21,1
S0019330,C01501,2024-08-15,12
S0019331,C01501,2023-01-18,16
S0019332,C01501,2024-03-23,5
S0019333,C01501,2024-12-19,18
S0019334,C01501,2023-08-02,16
S0019335,C01501,2024-11-01,4
S0019336,C01501,2023-11-25,17
S0019337,C01501,2024-03-28,18
S0019338,C01502,2023-05-30,5
S0019339,C01502,2022-07-10,16
S0019340,C01502,2022-11-23,14
S0019341,C01502,2022-03-15,17
S0019342,C01502,2022-11-18,4
S0019343,C01502,2023-03-08,11
S0019344,C01502,2022-06-19,6
S0019345,C01502,2022-11-29,8
S0019346,C01502,2022-09-06,1
S0019347,C01502,2024-07-30,17
S0019348,C01502,2023-08-13,14
S0019349,C01502,2024-06-13,20
S0019350,C01503,2023-11-30,13
S0019351,C01503,2022-07-28,15
S0019352,C01503,2022-07-01,18
S0019353,C01503,2022-11-30,7
S0019354,C01503,2022-12-11,16
S0019355,C01503,2023-03-05,18
S0019356,C01503,2022-09-24,16
S0019357,C01503,2024-08-23,9
S0019358,C01503,2022-06-21,8
S0019359,C01503,2024-06-18,8
S0019360,C01503,2022-06-06,16
S0019361,C01503,2024-10-09,1
S0019362,C01503,2024-02-10,15
S0019363,C01503,2023-10-30,14
S0019364,C01503,2022-08-09,10
S0019365,C01503,2022-03-16,10
S0019366,C01503,2024-11-10,11
S0019367,C01503,2023-08-21,12
S0019368,C01503,2022-10-01,4
S0019369,C01503,2022-05-24,6
S0019370,C01503,2023-10-02,9
S0019371,C01504,2023-12-10,9
S0019372,C01504,2022-02-22,2
S0019373,C01504,2024-06-13,6
S0019374,C01504,2022-06-29,16
S0019375,C01504,2023-07-25,18
S0019376,C01504,2024-12-10,3
S0019377,C01504,2022-02-13,20
S0019378,C01505,2022-02-26,16
S0019379,C01505,2024-03-23,2
S0019380,C01505,2023-08-17,12
S0019381,C01505,2024-05-06,12
S0019382,C01505,2022-05-08,4
S0019383,C01505,2024-03-03,8
S0019384,C01505,2023-12-12,16
S0019385,C01505,2023-05-26,3
S0019386,C01505,2024-04-21,18
S0019387,C01505,2023-08-31,15
S0019388,C01505,2022-02-03,18
S0019389,C01505,2022-07-30,9
S0019390,C01505,2024-01-03,2
S0019391,C01506,2022-10-05,7
S0019392,C01506,2024-07-03,18
S0019393,C01506,2023-05-06,17
S0019394,C01506,2024-01-14,6
S0019395,C01506,2024-02-13,7
S0019396,C01506,2024-01-14,7
S0019397,C01506,2022-11-26,12
S0019398,C01506,2024-06-08,11
S0019399,C01506,2023-03-13,4
S0019400,C01506,2024-06-18,7
S0019401,C01506,2022-03-08,19
S0019402,C01506,2022-01-09,3
S0019403,C01506,2022-06-01,8
S0019404,C01506,2023-09-11,14
S0019405,C01506,2022-01-23,2
S0019406,C01506,2023-04-14,14
S0019407,C01506,2022-07-07,12
S0019408,C01507,2023-07-16,5
S0019409,C01507,2024-05-27,2
S0019410,C01507,2022-11-19,14
S0019411,C01507,2024-10-02,13
S0019412,C01507,2022-05-19,11
S0019413,C01507,2022-06-27,18
S0019414,C01507,2022-05-12,19
S0019415,C01507,2023-05-13,8
S0019416,C01507,2022-07-02,2
S0019417,C01507,2023-07-13,8
S0019418,C01507,2023-05-28,15
S0019419,C01508,2024-03-09,11
S0019420,C01508,2022-06-30,7
S0019421,C01508,2022-07-10,14
S0019422,C01508,2023-02-01,17
S0019423,C01508,2022-07-09,6
S0019424,C01508,2024-04-13,3
S0019425,C01508,2023-07-30,19
S0019426,C01508,2022-01-01,19
S0019427,C01508,2022-11-15,10
S0019428,C01509,2024-11-23,11
S0019429,C01509,2023-06-20,12
S0019430,C01509,2024-10-06,10
S0019431,C01509,2023-07-02,15
S0019432,C01509,2023-05-08,18
S0019433,C01509,2024-10-28,2
S0019434,C01509,2023-01-10,12
S0019435,C01509,2023-09-16,9
S0019436,C01509,2023-07-10,1
S0019437,C01509,2024-05-04,20
S0019438,C01509,2022-07-05,20
S0019439,C01509,2024-09-17,15
S0019440,C01509,2023-12-17,12
S0019441,C01509,2023-10-12,13
S0019442,C01509,2024-09-12,16
S0019443,C01509,2023-06-03,5
S0019444,C01509,2022-03-05,9
S0019445,C01509,2022-02-18,19
S0019446,C01510,2024-01-29,19
S0019447,C01511,2023-08-19,9
S0019448,C01511,2023-09-18,2
S0019449,C01511,2024-01-07,14
S0019450,C01511,2024-02-03,12
S0019451,C01511,2023-12-14,3
S0019452,C01511,2024-10-07,4
S0019453,C01511,2024-10-03,4
S0019454,C01511,2022-10-09,8
S0019455,C01511,2022-09-11,7
S0019456,C01511,2022-02-11,2
S0019457,C01512,2024-12-27,4
S0019458,C01512,2024-01-18,5
S0019459,C01512,2024-09-25,15
S0019460,C01512,2024-09-20,2
S0019461,C01512,2022-12-12,5
S0019462,C01512,2024-02-16,17
S0019463,C01512,2023-12-26,9
S0019464,C01512,2022-04-27,5
S0019465,C01512,2024-09-20,16
S0019466,C01512,2022-09-25,8
S0019467,C01512,2023-07-03,17
S0019468,C01512,2022-05-08,5
S0019469,C01512,2024-02-22,5
S0019470,C01512,2022-08-05,18
S0019471,C01512,2022-05-31,20
S0019472,C01512,2022-11-17,10
S0019473,C01513,2024-09-01,16
S0019474,C01514,2024-05-17,11
S0019475,C01514,2023-03-10,18
S0019476,C01514,2024-03-10,8
S0019477,C01514,2024-05-09,10
S0019478,C01514,2023-10-04,18
S0019479,C01514,2023-10-06,9
S0019480,C01514,2024-05-25,16
S0019481,C01514,2022-08-17,13
S0019482,C01514,2022-02-08,17
S0019483,C01514,2022-02-12,13
S0019484,C01514,2023-07-19,16
S0019485,C01514,2022-11-01,10
S0019486,C01514,2022-10-20,5
S0019487,C01514,2022-06-15,8
S0019488,C01514,2022-09-13,11
S0019489,C01514,2023-11-12,1
S0019490,C01514,2022-04-08,6
S0019491,C01514,2023-01-23,1
S0019492,C01515,2023-12-26,1
S0019493,C01515,2023-06-13,20
S0019494,C01515,2022-08-19,14
S0019495,C01515,2023-08-17,5
S0019496,C01515,2024-05-29,2
S0019497,C01515,2023-05-31,1
S0019498,C01515,2024-12-24,20
S0019499,C01515,2024-08-06,12
S0019500,C01515,2023-04-26,8
S0019501,C01515,2024-04-20,12
S0019502,C01515,2024-04-05,10
S0019503,C01515,2023-05-13,6
S0019504,C01515,2022-12-03,10
S0019505,C01515,2022-04-15,3
S0019506,C01515,2024-07-20,19
S0019507,C01516,2024-02-11,8
S0019508,C01516,2023-11-21,10
S0019509,C01516,2024-08-10,2
S0019510,C01516,2023-08-30,2
S0019511,C01516,2024-12-06,2
S0019512,C01516,2024-04-14,8
S0019513,C01516,2022-10-10,17
S0019514,C01517,2023-05-10,18
S0019515,C01517,2023-01-16,13
S0019516,C01517,2024-06-05,9
S0019517,C01517,2024-04-05,6
S0019518,C01517,2022-06-11,6
S0019519,C01517,2023-09-22,9
S0019520,C01518,2022-04-22,16
S0019521,C01518,2023-06-21,20
S0019522,C01518,2022-01-06,5
S0019523,C01518,2024-04-09,12
S0019524,C01518,2022-06-17,16
S0019525,C01518,2024-05-10,3
S0019526,C01518,2022-09-19,4
S0019527,C01518,2023-09-05,7
S0019528,C01518,2022-05-05,1
S0019529,C01518,2022-11-22,17
S0019530,C01518,2023-03-11,2
S0019531,C01519,2024-03-02,17
S0019532,C01519,2024-04-24,6
S0019533,C01519,2023-04-26,17
S0019534,C01519,2022-08-09,5
S0019535,C01519,2024-07-02,15
S0019536,C01519,2023-12-06,18
S0019537,C01519,2023-09-26,7
S0019538,C01519,2022-02-22,17
S0019539,C01519,2024-12-05,6
S0019540,C01519,2023-07-12,4
S0019541,C01519,2023-07-17,4
S0019542,C01519,2023-04-15,14
S0019543,C01519,2024-11-03,15
S0019544,C01520,2022-02-28,9
S0019545,C01520,2024-01-12,10
S0019546,C01520,2024-05-22,10
S0019547,C01520,2023-01-25,16
S0019548,C01520,2023-05-18,17
S0019549,C01520,2022-07-01,13
S0019550,C01520,2024-09-29,10
S0019551,C01520,2024-10-08,10
S0019552,C01520,2022-11-30,16
S0019553,C01520,2024-02-22,18
S0019554,C01520,2024-01-27,11
S0019555,C01520,2022-06-20,10
S0019556,C01520,2024-02-19,4
S0019557,C01520,2022-11-12,10
S0019558,C01520,2023-08-26,13
S0019559,C01520,2023-12-29,17
S0019560,C01520,2022-01-15,17
S0019561,C01520,2024-06-01,18
S0019562,C01520,2022-11-13,4
S0019563,C01521,2022-08-14,7
S0019564,C01521,2023-11-15,6
S0019565,C01521,2024-02-28,10
S0019566,C01521,2022-11-01,12
S0019567,C01521,2022-07-31,11
S0019568,C01521,2023-08-17,7
S0019569,C01521,2023-02-05,19
S0019570,C01521,2024-08-31,9
S0019571,C01521,2022-03-01,18
S0019572,C01521,2024-10-20,15
S0019573,C01521,2022-01-13,2
S0019574,C01521,2024-04-07,20
S0019575,C01521,2022-05-30,17
S0019576,C01522,2023-04-06,10
S0019577,C01522,2023-11-26,3
S0019578,C01522,2024-10-03,19
S0019579,C01522,2022-12-30,19
S0019580,C01522,2024-04-21,18
S0019581,C01522,2024-09-20,15
S0019582,C01522,2022-09-30,19
S0019583,C01522,2022-05-10,18
S0019584,C01522,2024-12-08,10
S0019585,C01523,2023-02-01,15
S0019586,C01523,2024-02-27,13
S0019587,C01523,2022-11-04,15
S0019588,C01523,2024-08-13,5
S0019589,C01523,2024-11-08,13
S0019590,C01523,2023-08-18,1
S0019591,C01523,2023-03-12,5
S0019592,C01523,2022-11-28,8
S0019593,C01523,2023-09-24,20
S0019594,C01524,2022-10-17,14
S0019595,C01524,2024-11-01,4
S0019596,C01524,2023-03-23,5
S0019597,C01524,2022-11-20,9
S0019598,C01524,2022-07-03,4
S0019599,C01524,2024-11-08,8
S0019600,C01524,2022-10-19,10
S0019601,C01524,2023-11-28,5
S0019602,C01524,2024-03-07,11
S0019603,C01524,2024-02-23,6
S0019604,C01524,2024-12-16,10
S0019605,C01524,2022-03-06,17
S0019606,C01524,2024-07-21,14
S0019607,C01524,2023-08-04,16
S0019608,C01524,2023-09-04,20
S0019609,C01524,2023-08-28,14
S0019610,C01524,2023-12-04,20
S0019611,C01524,2023-12-29,19
S0019612,C01524,2023-03-07,2
S0019613,C01524,2022-04-10,14
S0019614,C01524,2024-12-09,11
S0019615,C01524,2024-06-15,4
S0019616,C01524,2023-03-13,17
S0019617,C01524,2022-08-24,4
S0019618,C01524,2022-07-24,17
S0019619,C01525,2023-07-25,20
S0019620,C01525,2022-12-18,7
S0019621,C01525,2023-04-10,14
S0019622,C01525,2023-10-30,11
S0019623,C01525,2022-03-14,17
S0019624,C01525,2022-08-14,12
S0019625,C01525,2023-05-27,9
S0019626,C01525,2022-08-29,7
S0019627,C01525,2022-03-06,4
S0019628,C01525,2024-03-17,15
S0019629,C01526,2023-11-09,2
S0019630,C01526,2024-08-14,8
S0019631,C01526,2023-02-07,3
S0019632,C01526,2024-12-07,7
S0019633,C01526,2024-06-10,11
S0019634,C01526,2022-07-15,12
S0019635,C01527,2024-05-15,5
S0019636,C01527,2023-03-02,17
S0019637,C01527,2024-10-19,2
S0019638,C01527,2024-09-12,1
S0019639,C01527,2023-03-15,7
S0019640,C01527,2024-06-08,19
S0019641,C01527,2022-11-18,6
S0019642,C01527,2023-06-29,19
S0019643,C01527,2023-09-29,15
S0019644,C01527,2022-11-06,18
S0019645,C01527,2024-02-23,12
S0019646,C01527,2022-01-06,4
S0019647,C01527,2024-11-26,18
S0019648,C01527,2023-12-03,2
S0019649,C01527,2024-01-28,8
S0019650,C01527,2024-01-30,9
S0019651,C01527,2024-01-20,6
S0019652,C01527,2024-01-12,12
S0019653,C01527,2023-02-22,13
S0019654,C01527,2022-12-28,6
S0019655,C01527,2022-02-28,19
S0019656,C01527,2023-03-10,15
S0019657,C01527,2024-01-18,3
S0019658,C01527,2023-06-15,4
S0019659,C01528,2023-10-13,17
S0019660,C01529,2024-10-02,6
S0019661,C01529,2024-01-19,9
S0019662,C01529,2022-12-21,19
S0019663,C01529,2022-03-27,15
S0019664,C01529,2023-07-02,8
S0019665,C01529,2023-04-02,17
S0019666,C01529,2022-09-14,13
S0019667,C01529,2023-10-12,13
S0019668,C01529,2022-12-19,7
S0019669,C01529,2022-09-03,19
S0019670,C01529,2023-02-17,19
S0019671,C01529,2022-11-10,1
S0019672,C01529,2022-05-17,11
S0019673,C01529,2022-04-20,9
S0019674,C01529,2022-06-18,5
S0019675,C01529,2022-07-06,11
S0019676,C01529,2022-02-15,14
S0019677,C01529,2023-08-05,19
S0019678,C01529,2022-11-20,4
S0019679,C01529,2023-09-25,19
S0019680,C01529,2024-02-02,4
S0019681,C01530,2023-06-28,6
S0019682,C01530,2022-11-16,14
S0019683,C01530,2024-05-02,19
S0019684,C01530,2022-08-16,19
S0019685,C01530,2024-10-25,13
S0019686,C01530,2022-12-11,14
